Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount,date
Champ Logo Trucker- Royal Blue,3,74.97,0.0,74.97,0.0,2023-06-27
VT Expos Stretch Fit Cap- L,3,89.97,0.0,89.97,0.0,2023-06-27
Youth Champ Logo 3/4 Raglan Tee- M,1,25.99,0.0,25.99,0.0,2023-06-27
VLM Foam Claw,7,62.93,0.0,62.93,6.93,2023-06-27
Hot Dog Tee- Heather Gray- XL,1,25.99,0.0,25.99,0.0,2023-06-27
Uncle Charlie cap,3,86.97,0.0,86.97,0.0,2023-06-27
VLM Home Onfield Stretch Fit Cap- XS,1,29.99,0.0,29.99,0.0,2023-06-27
Champ Plush Doll,6,89.94,0.0,89.94,9.9,2023-06-27
White/Silver Metallic Souvenir Baseball,7,56.0,0.0,56.0,6.16,2023-06-27
White Souvenir Baseball,7,56.0,0.0,56.0,6.16,2023-06-27
VLM Away Onfield Stretch Fit Cap- M,1,29.99,0.0,29.99,0.0,2023-06-27
Small Baseball Card Pack,7,20.93,0.0,20.93,2.31,2023-06-27
Youth Champ Logo Hooded Sweatshirt- Royal- M,2,79.98,0.0,79.98,0.0,2023-06-27
Toddler daisy cap,1,18.99,0.0,18.99,0.0,2023-06-27
OC Baseline Classic Hot Dog Cap- Royal,16,383.84,0.0,383.84,0.0,2023-06-27
Champ Pin,2,12.5,0.0,12.5,1.36,2023-06-27
3 sticker pack,1,6.0,0.0,6.0,0.66,2023-06-27
Labor Tee- Vintage Navy- L,1,28.99,0.0,28.99,0.0,2023-06-27
Hot Dog Tee- Vintage Yellow- L,1,25.99,0.0,25.99,0.0,2023-06-27
Maple Kings Primary Logo Tee- Blue (old)- M,1,22.99,0.0,22.99,0.0,2023-06-27
Veggie Burger,9,58.06,0.0,58.06,6.44,2023-06-27
0.25 Hot Dog,3863,877.75,1.14,878.89,86.75,2023-06-27
Cotton Candy,25,90.23,0.0,90.23,9.77,2023-06-27
Season Ticket Holder Soda,41,36.9,0.0,36.9,4.1,2023-06-27
Deep River Chips,36,97.52,0.0,97.52,10.48,2023-06-27
Italian Sausage w/ Peppers & Onions,7,50.46,0.0,50.46,5.54,2023-06-27
Double Cheeseburger,3,33.78,0.0,33.78,3.72,2023-06-27
Cracker Jacks,17,76.67,0.0,76.67,8.33,2023-06-27
Iced Coffee,3,8.13,0.0,8.13,0.87,2023-06-27
Popcorn,40,144.4,0.0,144.4,15.6,2023-06-27
Soft Pretzel,88,352.28,2.25,354.53,38.22,2023-06-27
Bottled Soda,292,920.74,1.58,922.32,99.51,2023-06-27
802 Bar,7,25.26,0.0,25.26,2.74,2023-06-27
Hot Dog & Soda,13,0.0,0.0,0.0,0.0,2023-06-27
"Footlong ""Monster"" Dog",1,4.95,0.0,4.95,0.55,2023-06-27
Senior Night Drink,6,0.0,0.0,0.0,0.0,2023-06-27
Retro Sunset,1,6.99,0.0,6.99,0.77,2023-06-27
Side Nacho Cheese,2,1.8,0.0,1.8,0.2,2023-06-27
Whole Pickle,17,46.07,0.0,46.07,4.93,2023-06-27
OC Baseline Classic Champ Cap- Navy,5,119.95,0.0,119.95,0.0,2023-06-27
VLM #1 Foam Finger- Green,1,5.99,0.0,5.99,0.66,2023-06-27
Sharpies,3,6.0,0.0,6.0,0.66,2023-06-27
Labor Tee- Vintage Navy- S,1,28.99,0.0,28.99,0.0,2023-06-27
VLM Home Onfield Stretch Fit Cap- L,2,56.98,3.0,59.98,0.0,2023-06-27
Champ Logo Hoodie- Graphite Heather- XL,2,94.98,5.0,99.98,0.0,2023-06-27
Lemon Sorbet,4,14.44,0.0,14.44,1.56,2023-06-27
Hamburger,2,13.5,0.0,13.5,1.5,2023-06-27
Garden Salad,1,9.91,0.0,9.91,1.09,2023-06-27
Hot Coffee,4,10.84,0.0,10.84,1.16,2023-06-27
Peanuts,3,10.83,0.0,10.83,1.17,2023-06-27
Cheeseburger,15,109.5,0.0,109.5,12.0,2023-06-27
Movie Candy,25,90.24,0.0,90.24,9.76,2023-06-27
Bottled Water,168,379.49,0.0,379.49,40.51,2023-06-27
Powerade,17,53.72,0.0,53.72,5.78,2023-06-27
14th Star Baseline,32,228.8,0.0,228.8,27.2,2023-06-27
Youth $0.25 Hot Dog Tee- Royal Blue- L,1,21.99,0.0,21.99,0.0,2023-06-27
Champ Logo Hoodie- Navy- S,1,49.99,0.0,49.99,0.0,2023-06-27
Quinn Cap,1,23.99,0.0,23.99,0.0,2023-06-27
Baseball Brim Cap,1,18.99,0.0,18.99,0.0,2023-06-27
Vermont Lake Monsters Shield,4,19.96,0.0,19.96,2.2,2023-06-27
OC Camo Mesh Trucker,2,47.98,0.0,47.98,0.0,2023-06-27
90's Retro Staple Hat- White,1,34.99,0.0,34.99,0.0,2023-06-27
802 Tee- Blue- L,1,22.99,0.0,22.99,0.0,2023-06-27
VLM Home Onfield Stretch Fit Cap- M,1,29.99,0.0,29.99,0.0,2023-06-27
Hot Dog Trucker- Royal,3,74.97,0.0,74.97,0.0,2023-06-27
VT Expos Sticker,4,8.0,0.0,8.0,0.88,2023-06-27
Youth Champ Logo Hooded Sweatshirt- Navy- M,1,39.99,0.0,39.99,0.0,2023-06-27
Tie Dyed Souvenir Baseball,7,56.0,0.0,56.0,6.16,2023-06-27
Maple King Pint glass,1,11.99,0.0,11.99,1.32,2023-06-27
VLM Away Onfield Stretch Fit Cap- XL,1,29.99,0.0,29.99,0.0,2023-06-27
Maple Kings Sticker,6,12.0,0.0,12.0,1.32,2023-06-27
Youth Champ Logo Tee- Ash- S,1,21.99,0.0,21.99,0.0,2023-06-27
Champ Plush Doll (standing),4,59.96,0.0,59.96,6.6,2023-06-27
Gear Tee- Heather Kelly Green- XL,1,28.99,0.0,28.99,0.0,2023-06-27
Vermont Expos Tee- Vintage Navy- XL,1,25.99,0.0,25.99,0.0,2023-06-27
Fiddlehead IPA DFT,113,807.95,0.0,807.95,96.05,2023-06-27
Stella Can,11,78.65,0.0,78.65,9.35,2023-06-27
Kids Fun Zone,2,9.18,0.0,9.18,0.82,2023-06-27
Bottled Water,20,45.2,0.0,45.2,4.8,2023-06-27
Movie Candy,7,25.27,0.0,25.27,2.73,2023-06-27
Peanuts,3,10.83,0.0,10.83,1.17,2023-06-27
Cutwater Tiki Rum Punch,18,192.96,0.0,192.96,23.04,2023-06-27
Cracker Jacks,2,9.02,0.0,9.02,0.98,2023-06-27
Queen City Porter DFT,10,71.5,0.0,71.5,8.5,2023-06-27
Deep River Chips,4,9.48,1.36,10.84,1.02,2023-06-27
ZG Lake Monster Light DFT,89,477.04,0.0,477.04,56.96,2023-06-27
Long Trail Ale DFT,13,92.95,0.0,92.95,11.05,2023-06-27
ZG Conehead IPA DFT,47,336.05,0.0,336.05,39.95,2023-06-27
Nutrl Watermelon Vodka,11,98.23,0.0,98.23,11.77,2023-06-27
Rescue Club Pils N/A,1,7.21,0.0,7.21,0.79,2023-06-27
Large Baseball Card Pack,1,9.99,0.0,9.99,1.1,2023-06-27
Youth $0.25 Hot Dog Replica Jersey- L,1,60.0,0.0,60.0,0.0,2023-06-27
All-Star Logo Baseball,1,8.0,0.0,8.0,0.0,2023-06-27
VT State Patch,5,20.0,0.0,20.0,2.2,2023-06-27
All-Star Hoodie Gray- 2Xl,1,49.99,0.0,49.99,0.0,2023-06-27
Hot Dog Tee- Vintage Navy- XL,1,25.99,0.0,25.99,0.0,2023-06-27
Face Decal Sheet,1,5.0,0.0,5.0,0.55,2023-06-27
Champ Cape,3,24.75,0.0,24.75,2.71,2023-06-27
Primary Logo Tee- Navy- XL,2,51.98,0.0,51.98,0.0,2023-06-27
VLM Away Onfield Stretch Fit Cap- S,2,59.98,0.0,59.98,0.0,2023-06-27
Lake Monsters Sticker,12,24.0,0.0,24.0,2.64,2023-06-27
Natural Mini Bat,1,8.99,0.0,8.99,0.99,2023-06-27
Pen,3,5.97,0.0,5.97,0.66,2023-06-27
6 Sticker Pack,3,18.0,0.0,18.0,1.98,2023-06-27
Youth Champ Logo Tee- Ash- M,3,65.97,0.0,65.97,0.0,2023-06-27
Ladie's Racerback Tank Top- Midnight Blue- L,1,29.99,0.0,29.99,0.0,2023-06-27
Green/Blue Plaid Baseball,3,24.0,0.0,24.0,2.64,2023-06-27
New Duds Maple Kings Primary Tee- Espresso- L,1,25.99,0.0,25.99,0.0,2023-06-27
Labor Tee- Vintage Navy- XL,1,28.99,0.0,28.99,0.0,2023-06-27
Champ Logo Earrings- Blue,2,20.0,0.0,20.0,2.2,2023-06-27
Glow In The Dark Souvenir Baseball,2,16.0,0.0,16.0,1.76,2023-06-27
VT Expos Stretch Fit Cap- S,1,29.99,0.0,29.99,0.0,2023-06-27
Cross Bone Cap,3,86.97,0.0,86.97,0.0,2023-06-27
Youth replicia twill hat,1,18.99,0.0,18.99,0.0,2023-06-27
90's Retro Classic Script Hat- Navy,1,34.99,0.0,34.99,0.0,2023-06-27
Hot Dog Tee- Vintage Yellow- XL,1,25.99,0.0,25.99,0.0,2023-06-27
Primary Logo Tee- Navy- L,1,25.99,0.0,25.99,0.0,2023-06-27
Champ Logo Hoodie- Royal-M,1,49.99,0.0,49.99,0.0,2023-06-27
Vermont Tee- Dark Gray- XL,1,22.99,0.0,22.99,0.0,2023-06-27
Retro Staple Crewneck- Heather White- M,1,38.99,0.0,38.99,0.0,2023-06-27
Champ Logo 3/4 Raglan Tee- M,1,26.99,0.0,26.99,0.0,2023-06-27
Champ Sticker,7,14.0,0.0,14.0,1.54,2023-06-27
$0.25 Hot Dog Hysteria Replica Jersey- M,2,160.0,0.0,160.0,0.0,2023-06-27
OC Baseline Classic Expos Cap- Royal,1,23.99,0.0,23.99,0.0,2023-06-27
Fleece Snap Pullover- L,2,159.98,0.0,159.98,0.0,2023-06-27
Cap Logo Tee- Gray- M,1,22.99,0.0,22.99,0.0,2023-06-27
Champ Play Ball,1,4.99,0.0,4.99,0.55,2023-06-27
Champ Tattoo,6,3.0,0.0,3.0,0.3,2023-06-27
Youth Primary Logo Tee Ash- S,1,21.99,0.0,21.99,0.0,2023-06-27
Cutwater Tiki Rum Punch,13,139.36,0.0,139.36,16.64,2023-06-29
Deep River Chips,2,5.42,0.0,5.42,0.58,2023-06-29
Kona Golden Ale DFT,46,246.56,0.0,246.56,29.44,2023-06-29
Barefoot Pinot Grigio,2,14.3,0.0,14.3,1.7,2023-06-29
Barefoot Chardonnay,5,35.75,0.0,35.75,4.25,2023-06-29
White Claw Mango,6,42.9,0.0,42.9,5.1,2023-06-29
Bottled Water,9,20.34,0.0,20.34,2.16,2023-06-29
Cutwater Tiki Rum Punch,12,128.64,0.0,128.64,15.36,2023-06-29
Stella Can,9,64.35,0.0,64.35,7.65,2023-06-29
Nutrl Watermelon Vodka,2,17.86,0.0,17.86,2.14,2023-06-29
Fiddlehead IPA DFT,40,286.0,0.0,286.0,34.0,2023-06-29
Cider Can,10,71.5,0.0,71.5,8.5,2023-06-29
Champ Pin,3,18.75,0.0,18.75,2.04,2023-06-29
OC Baseline Classic Hot Dog Cap- Royal,1,23.99,0.0,23.99,0.0,2023-06-29
Vermont Expos Tee- Vintage Black- XL,1,26.99,0.0,26.99,0.0,2023-06-29
Youth Champ Logo 3/4 Raglan Tee- M,1,25.99,0.0,25.99,0.0,2023-06-29
OC Baseline All-Star Gray,1,23.99,0.0,23.99,0.0,2023-06-29
VLM Foam Claw,4,35.96,0.0,35.96,3.96,2023-06-29
14th Star Baseline,11,78.65,0.0,78.65,9.35,2023-06-29
Champ Logo Tee Vintage Black- M,1,25.99,0.0,25.99,0.0,2023-06-29
Fun Zone,1,5.0,0.0,5.0,0.55,2023-06-29
Powerade,2,6.32,0.0,6.32,0.68,2023-06-29
Double Hamburger,1,10.81,0.0,10.81,1.19,2023-06-29
Cheeseburger,5,36.05,0.0,36.05,3.95,2023-06-29
Bottled Soda,25,77.42,1.58,79.0,8.33,2023-06-29
Peanuts,1,3.61,0.0,3.61,0.39,2023-06-29
Mushroom Philly,6,54.06,0.0,54.06,5.94,2023-06-29
Bottled Water,10,22.6,0.0,22.6,2.4,2023-06-29
Movie Candy,2,5.41,1.81,7.22,0.59,2023-06-29
Italian Sausage w/ Peppers & Onions,7,46.87,3.6,50.47,5.13,2023-06-29
Deep River Chips,3,8.13,0.0,8.13,0.87,2023-06-29
Popcorn,6,21.66,0.0,21.66,2.34,2023-06-29
Diet Coke BTL,1,1.58,1.58,3.16,0.17,2023-06-29
Coke BTL,1,3.16,0.0,3.16,0.34,2023-06-29
Fanta BTL,2,6.32,0.0,6.32,0.68,2023-06-29
Stella Can,7,50.05,0.0,50.05,5.95,2023-06-29
Barefoot Pinot Grigio,2,14.3,0.0,14.3,1.7,2023-06-29
Queen City Porter DFT,1,7.15,0.0,7.15,0.85,2023-06-29
Philly Cheesesteak,25,220.75,4.5,225.25,24.25,2023-06-29
$0.25 Hot Dog Sticker,3,6.0,0.0,6.0,0.66,2023-06-29
Quinn Cap,1,23.99,0.0,23.99,0.0,2023-06-29
VT Champ Logo Earrings- Blue,2,20.0,0.0,20.0,2.2,2023-06-29
Ladie's Racerback Tank Top- Midnight Blue- S,1,29.99,0.0,29.99,0.0,2023-06-29
Primary Logo Tee- Gray- 2XL,1,25.99,0.0,25.99,0.0,2023-06-29
Labor Tee- Vintage Navy- XL,2,57.98,0.0,57.98,0.0,2023-06-29
Clean-Up Cap VT State,1,28.99,0.0,28.99,0.0,2023-06-29
VLM Away Onfield Stretch Fit Cap- L,2,56.98,3.0,59.98,0.0,2023-06-29
Primary Logo Tee- Gray- L,1,25.99,0.0,25.99,0.0,2023-06-29
VLM Away Onfield Stretch Fit Cap- XL,1,29.99,0.0,29.99,0.0,2023-06-29
VT Expos Stretch Fit Cap- XS,1,29.99,0.0,29.99,0.0,2023-06-29
Kelly Green Mini Bat,7,62.93,0.0,62.93,6.93,2023-06-29
Maple King Pint glass,1,11.99,0.0,11.99,1.32,2023-06-29
Pen,1,1.99,0.0,1.99,0.22,2023-06-29
Soft Champ Logo Baseball,6,35.94,0.0,35.94,3.96,2023-06-29
Champ Logo Tee Vintage Navy- L,1,25.99,0.0,25.99,0.0,2023-06-29
OC Walk Off Diamond Patch Black Cap,3,80.97,0.0,80.97,0.0,2023-06-29
Large Champ Logo Stretch Fit Cap- Navy- XL,2,59.98,0.0,59.98,0.0,2023-06-29
You Drive Like A Champ,1,5.99,0.0,5.99,0.66,2023-06-29
Nike Performance Tee- Green- M,1,34.99,0.0,34.99,0.0,2023-06-29
Ladie's Blackbird Tank Top- Heather Navy- L,1,28.99,0.0,28.99,0.0,2023-06-29
Natural Mini Bat,2,17.98,0.0,17.98,1.98,2023-06-29
Document Tee- Vintage Smoke- XL,1,26.99,0.0,26.99,0.0,2023-06-29
Primary Logo Tee- Navy- XL,3,77.97,0.0,77.97,0.0,2023-06-29
Champ-ta Claus,2,31.98,0.0,31.98,3.52,2023-06-29
VLM Home Onfield Stretch Fit Cap- XL,1,29.99,0.0,29.99,0.0,2023-06-29
Youth Champ Logo Hooded Sweatshirt- Royal- L,1,39.99,0.0,39.99,0.0,2023-06-29
Foam hotdog Hats,8,79.92,0.0,79.92,8.8,2023-06-29
VLM Away Onfield Stretch Fit Cap- M,1,29.99,0.0,29.99,0.0,2023-06-29
Champ Logo Hoodie- Royal-M,1,49.99,0.0,49.99,0.0,2023-06-29
LM Shot glass,1,6.99,0.0,6.99,0.77,2023-06-29
VT Expos Stretch Fit Cap- M,1,29.99,0.0,29.99,0.0,2023-06-29
Champ Logo Trucker- Royal Blue,1,24.99,0.0,24.99,0.0,2023-06-29
Youth replicia twill hat,5,94.95,0.0,94.95,0.0,2023-06-29
Get Off My Tail,1,5.99,0.0,5.99,0.66,2023-06-29
Youth Primary Logo Tee Pink-S,1,21.99,0.0,21.99,0.0,2023-06-29
VLM Home Onfield Stretch Fit Cap- S,1,29.99,0.0,29.99,0.0,2023-06-29
Champ Cape,2,16.5,0.0,16.5,1.8,2023-06-29
Centennial Field Sunset,1,5.99,0.0,5.99,0.66,2023-06-29
OC Champ Cap- Light Gray,1,24.99,0.0,24.99,0.0,2023-06-29
Champ Logo Pint Glass,3,35.97,0.0,35.97,3.96,2023-06-29
Youth Primary Logo Tee Royal- S,1,21.99,0.0,21.99,0.0,2023-06-29
"Footlong ""Monster"" Dog",10,47.03,2.47,49.5,5.22,2023-06-29
Cracker Jacks,1,4.51,0.0,4.51,0.49,2023-06-29
Poutine,18,153.18,9.0,162.18,16.82,2023-06-29
Fried Dough w/ Chicken,3,22.53,4.5,27.03,2.47,2023-06-29
Poutine w/ Chicken,13,152.36,0.0,152.36,16.64,2023-06-29
Fountain Soda,17,44.71,1.36,46.07,4.79,2023-06-29
Peanuts,2,7.22,0.0,7.22,0.78,2023-06-29
Bottled Water,27,59.89,1.13,61.02,6.36,2023-06-29
Fried Dough,92,557.62,21.98,579.6,61.88,2023-06-29
Deep River Chips,1,1.35,1.36,2.71,0.15,2023-06-29
Veggie Nachos,4,36.04,0.0,36.04,3.96,2023-06-29
Pork Salad,5,45.05,0.0,45.05,4.95,2023-06-29
Pork Nachos,13,112.63,4.5,117.13,12.37,2023-06-29
Veggie Salad,5,45.05,0.0,45.05,4.95,2023-06-29
Veggie Tacos,1,7.21,0.0,7.21,0.79,2023-06-29
Chicken Salad,23,198.23,9.0,207.23,21.77,2023-06-29
Chips,5,22.08,2.25,24.33,2.42,2023-06-29
Pork Tacos,10,68.5,3.6,72.1,7.5,2023-06-29
Boneless Wings & Fries,5,40.55,0.0,40.55,4.45,2023-06-29
Chicken Tacos,13,93.73,0.0,93.73,10.27,2023-06-29
Popcorn,1,1.8,1.81,3.61,0.2,2023-06-29
Cracker Jacks,9,40.59,0.0,40.59,4.41,2023-06-29
Dippin Dots,201,1247.68,18.84,1266.52,138.32,2023-06-29
Whole Pickle,4,10.84,0.0,10.84,1.16,2023-06-29
Mozz Sticks,8,50.4,0.0,50.4,5.6,2023-06-29
Onion Rings,6,37.8,0.0,37.8,4.2,2023-06-29
Popcorn,5,18.05,0.0,18.05,1.95,2023-06-29
Movie Candy,2,7.22,0.0,7.22,0.78,2023-06-29
Cotton Candy,9,32.49,0.0,32.49,3.51,2023-06-29
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-06-29
Mini Corn Dogs,5,28.36,3.14,31.5,3.14,2023-06-29
Bottled Water,31,70.06,0.0,70.06,7.44,2023-06-29
Powerade,3,9.48,0.0,9.48,1.02,2023-06-29
Fried Pickles,11,69.3,0.0,69.3,7.7,2023-06-29
Bottled Soda,16,50.56,0.0,50.56,5.44,2023-06-29
Fries,22,89.32,0.0,89.32,9.68,2023-06-29
Season Ticket Holder Soda,22,19.8,0.0,19.8,2.2,2023-06-29
Cotton Candy,7,25.27,0.0,25.27,2.73,2023-06-29
Hot Dog,27,86.2,5.06,91.26,9.42,2023-06-29
Chicken Nachos,29,243.29,18.0,261.29,26.71,2023-06-29
Cheese Pizza,53,572.93,0.0,572.93,63.07,2023-06-29
Italian Sausage w/ Peppers & Onions,14,100.94,0.0,100.94,11.06,2023-06-29
Bottled Water,33,73.45,1.13,74.58,7.8,2023-06-29
Boneless Wings & Fries,12,97.32,0.0,97.32,10.68,2023-06-29
BBQ Pork Sandwich,7,46.87,3.6,50.47,5.13,2023-06-29
Double Cheeseburger,7,80.18,0.0,80.18,8.82,2023-06-29
Bottled Soda,61,192.62,0.0,192.62,20.88,2023-06-29
Cotton Candy,25,90.25,0.0,90.25,9.75,2023-06-29
802 Bar,4,14.44,0.0,14.44,1.56,2023-06-29
Popcorn,12,43.32,0.0,43.32,4.68,2023-06-29
Lemon Sorbet,1,3.61,0.0,3.61,0.39,2023-06-29
Lucky Row Scoop,9,0.0,0.0,0.0,0.0,2023-06-29
Bottled Water,5,10.17,1.13,11.3,1.08,2023-06-29
Small Ice Cream,100,373.06,7.24,380.3,40.44,2023-06-29
Large Ice Cream,74,395.91,25.78,421.69,43.86,2023-06-29
Hamburger,2,13.5,0.0,13.5,1.5,2023-06-29
Loaded Fries Pork,6,54.06,0.0,54.06,5.94,2023-06-29
Fries,94,379.61,2.03,381.64,41.14,2023-06-29
Hot Dog,40,135.2,0.0,135.2,14.8,2023-06-29
Emp Pep/Shroom,3,16.2,0.0,16.2,1.8,2023-06-29
Pepperoni Pizza,66,832.92,0.0,832.92,91.08,2023-06-29
Agrumata Italian Soda,5,20.3,0.0,20.3,2.2,2023-06-29
Emp pep,5,27.0,0.0,27.0,3.0,2023-06-29
Mushroom Pizza,15,189.3,0.0,189.3,20.7,2023-06-29
Emp chz,14,75.6,0.0,75.6,8.4,2023-06-29
Full Pep Full Shroom,2,25.24,0.0,25.24,2.76,2023-06-29
Emp Shroom,3,16.2,0.0,16.2,1.8,2023-06-29
1/2 Chz 1/2 Pep,1,12.62,0.0,12.62,1.38,2023-06-29
Cedrata Italian Soda,3,12.18,0.0,12.18,1.32,2023-06-29
Hot Dog & Soda,4,0.0,0.0,0.0,0.0,2023-06-29
BBQ Chicken Sandwich,4,28.84,0.0,28.84,3.16,2023-06-29
Cheeseburger,31,221.26,3.6,224.86,24.24,2023-06-29
"Footlong ""Monster"" Dog",13,64.35,0.0,64.35,7.15,2023-06-29
Loaded Fries Chicken,1,9.01,0.0,9.01,0.99,2023-06-29
Powerade,3,9.48,0.0,9.48,1.02,2023-06-29
Hamburger,8,54.0,0.0,54.0,6.0,2023-06-29
VLM #1 Foam Finger- Green,3,17.97,0.0,17.97,1.98,2023-06-29
Youth Champ Logo Tee- True Royal- M,1,21.99,0.0,21.99,0.0,2023-06-29
Replica Tie-Dye Jersey- XL,1,80.0,0.0,80.0,0.0,2023-06-29
Fiddlehead IPA DFT,117,836.55,0.0,836.55,99.45,2023-06-29
Budweiser DFT,22,117.92,0.0,117.92,14.08,2023-06-29
Barefoot Pinot Grigio,5,35.75,0.0,35.75,4.25,2023-06-29
Stella Can,13,92.95,0.0,92.95,11.05,2023-06-29
14th Star Baseline,20,143.0,0.0,143.0,17.0,2023-06-29
Rescue Club IPA N/A,1,7.21,0.0,7.21,0.79,2023-06-29
Barefoot Pinot Noir,2,14.3,0.0,14.3,1.7,2023-06-29
Bottled Water,20,45.2,0.0,45.2,4.8,2023-06-29
Peanuts,6,21.66,0.0,21.66,2.34,2023-06-29
Barefoot Chardonnay,2,14.3,0.0,14.3,1.7,2023-06-29
Cracker Jacks,4,18.04,0.0,18.04,1.96,2023-06-29
Long Trail Blackberry DFT,26,185.9,0.0,185.9,22.1,2023-06-29
14th Star Mexican Lager DFT,11,78.65,0.0,78.65,9.35,2023-06-29
Peanuts,9,32.49,0.0,32.49,3.51,2023-06-29
"Footlong ""Monster"" Dog",52,254.96,2.47,257.43,28.29,2023-06-29
Cheeseburger,49,343.82,10.8,354.62,37.68,2023-06-29
White Claw Mango,25,178.75,0.0,178.75,21.25,2023-06-29
Soft Pretzel,82,314.82,7.22,322.04,34.18,2023-06-29
ZG Conehead IPA DFT,42,300.3,0.0,300.3,35.7,2023-06-29
Long Trail Ale DFT,10,71.5,0.0,71.5,8.5,2023-06-29
Lake Hopper Cider Can,12,85.8,0.0,85.8,10.2,2023-06-29
Italian Sausage w/ Peppers & Onions,8,57.68,0.0,57.68,6.32,2023-06-29
Rescue Club Pils N/A,2,14.42,0.0,14.42,1.58,2023-06-29
Face Decal Sheet,1,5.0,0.0,5.0,0.55,2023-06-29
Barefoot Pinot Noir,6,42.9,0.0,42.9,5.1,2023-06-29
ZG Conehead IPA DFT,4,28.6,0.0,28.6,3.4,2023-06-29
Rescue Club Pils N/A,6,43.26,0.0,43.26,4.74,2023-06-29
Cutwater Tiki Rum Punch,14,150.08,0.0,150.08,17.92,2023-06-29
Good Measure Cream Ale DFT,18,96.48,0.0,96.48,11.52,2023-06-29
Nutrl Watermelon Vodka,9,80.37,0.0,80.37,9.63,2023-06-29
Citizen Cider DFT,55,393.25,0.0,393.25,46.75,2023-06-29
Popcorn,8,28.88,0.0,28.88,3.12,2023-06-29
Finnish Long Drink,8,71.44,0.0,71.44,8.56,2023-06-29
von Trapp Helles DFT,15,107.25,0.0,107.25,12.75,2023-06-29
ZG Lake Monster Light DFT,65,348.4,0.0,348.4,41.6,2023-06-29
Kona Golden Ale DFT,36,192.96,0.0,192.96,23.04,2023-06-29
Bud Light DFT,50,268.0,0.0,268.0,32.0,2023-06-29
Cotton Candy,17,61.35,0.0,61.35,6.65,2023-06-29
802 Bar,7,23.46,1.81,25.27,2.54,2023-06-29
Season Ticket Holder Soda,28,25.2,0.0,25.2,2.8,2023-06-29
Strawberry Lemon Rose,5,40.2,0.0,40.2,4.8,2023-06-29
Bud Light DFT,23,123.28,0.0,123.28,14.72,2023-06-29
Lemonade BTL,3,7.9,1.58,9.48,0.85,2023-06-29
Sprite BTL,1,3.16,0.0,3.16,0.34,2023-06-29
Rescue Club Pils N/A,2,14.42,0.0,14.42,1.58,2023-06-29
Cracker Jacks,3,13.53,0.0,13.53,1.47,2023-06-29
Fiddlehead Wit DFT,7,50.05,0.0,50.05,5.95,2023-06-29
Deep River Chips,2,5.42,0.0,5.42,0.58,2023-06-29
14th Star Baseline,11,78.65,0.0,78.65,9.35,2023-06-29
ZG Conehead IPA DFT,19,135.85,0.0,135.85,16.15,2023-06-29
Movie Candy,5,18.05,0.0,18.05,1.95,2023-06-29
Barefoot Chardonnay,1,7.15,0.0,7.15,0.85,2023-06-29
Rescue Club IPA N/A,1,7.21,0.0,7.21,0.79,2023-06-29
White Claw Mango,9,64.35,0.0,64.35,7.65,2023-06-29
Finnish Long Drink,8,71.44,0.0,71.44,8.56,2023-06-29
Peanuts,2,7.22,0.0,7.22,0.78,2023-06-29
Lake Hopper Cider Can,5,35.75,0.0,35.75,4.25,2023-06-29
Kids Fun Zone,18,82.62,0.0,82.62,7.38,2023-06-29
Bottled Water,20,44.07,1.13,45.2,4.68,2023-06-29
ZG Lake Monster Light DFT,28,150.08,0.0,150.08,17.92,2023-06-29
Nutrl Watermelon Vodka,5,44.65,0.0,44.65,5.35,2023-06-29
Powerade,10,31.6,0.0,31.6,3.4,2023-06-29
Deep River Chips,21,56.91,0.0,56.91,6.09,2023-06-29
Bottled Soda,126,396.4,1.58,397.98,42.85,2023-06-29
Cracker Jacks,12,51.87,2.25,54.12,5.63,2023-06-29
Hamburger,19,122.89,6.74,129.63,13.61,2023-06-29
Italian Sausage w/ Peppers & Onions,31,223.49,0.0,223.49,24.51,2023-06-29
Veggie Burger,6,37.82,0.0,37.82,4.18,2023-06-29
Hot Dog,158,527.06,6.75,533.81,57.93,2023-06-29
Cheese Pizza,2,21.62,0.0,21.62,2.38,2023-06-29
Movie Candy,12,43.31,0.0,43.31,4.69,2023-06-29
Whole Pickle,8,21.64,0.0,21.64,2.36,2023-06-29
Lemon Sorbet,3,10.83,0.0,10.83,1.17,2023-06-29
Popcorn,12,43.32,0.0,43.32,4.68,2023-06-29
Double Cheeseburger,3,33.78,0.0,33.78,3.72,2023-06-29
Garden Salad,5,45.5,0.0,45.5,5.0,2023-06-29
Long Trail Ale DFT,9,64.35,0.0,64.35,7.65,2023-06-29
Fiddlehead IPA DFT,49,350.35,0.0,350.35,41.65,2023-06-29
Bottled Water,119,266.48,2.26,268.74,28.52,2023-06-29
Pepperoni Pizza,4,50.48,0.0,50.48,5.52,2023-06-29
Stella Can,3,21.45,0.0,21.45,2.55,2023-06-29
White Claw Mango,3,21.45,0.0,21.45,2.55,2023-06-29
Youth Champ Logo Tee- Ash- L,1,21.99,0.0,21.99,0.0,2023-06-29
Vermont Expos Tee- Vintage Navy- XL,1,25.99,0.0,25.99,0.0,2023-06-29
VT Expos Stretch Fit Cap- S,2,59.98,0.0,59.98,0.0,2023-06-29
Labor Tee- Vintage Navy- L,1,28.99,0.0,28.99,0.0,2023-06-29
